url,sitemap,status,final_url,elapsed_ms,page_kb,title,title_len,meta_description,meta_description_len,h1,h1_count,h2_count,canonical,lang,robots_meta,og_title,og_description,og_image,twitter_card,jsonld_types,word_count_approx,imgs_total,imgs_no_alt,internal_links,external_links,ga4_ids,ua_ids,gtm_ids,fb_pixel_ids,hotjar_ids,gsc_verification,audit_severity,audit_notes
https://seatofthesoul.com/coronavirus-opportunity-or-obstacle/,post,200,https://seatofthesoul.com/coronavirus-opportunity-or-obstacle/,990,97.1,Coronavirus – Opportunity Or Obstacle - The Seat of the Soul Institute,70,,0,Coronavirus – Opportunity Or Obstacle,1,5,https://seatofthesoul.com/coronavirus-opportunity-or-obstacle/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Coronavirus – Opportunity Or Obstacle - The Seat of the Soul Institute,"Corona usually refers to an aura (visible appearance) of plasma (ionized gas) around the sun. The coronavirus that is infecting humans for the first time (which is why we have no immunity) is covid-19. It is a type of coronavirus, just as “rose” is a type of flower. Yet covid-19 is a bloodless, lifeless term […]",https://seatofthesoul.com/wp-content/uploads/2021/03/mircle.jpg,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,777,4,2,40,3,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,title length 70 (target 25–65); missing meta description; 2/4 imgs missing alt
https://seatofthesoul.com/coronavirus-the-heart-of-the-matter/,post,200,https://seatofthesoul.com/coronavirus-the-heart-of-the-matter/,1143,95.3,Coronavirus – The Heart of the Matter - The Seat of the Soul Institute,70,,0,Coronavirus – The Heart of the Matter,1,5,https://seatofthesoul.com/coronavirus-the-heart-of-the-matter/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Coronavirus – The Heart of the Matter - The Seat of the Soul Institute,"share on social media [Sassy_Social_Share] All my life I have gone to the heart of the matter. When I graduated from college, I volunteered to fly fighters because I felt that was the heart of the Air Force. My eye sight prevented me, so I joined the Infantry because I felt that was the heart […]",https://seatofthesoul.com/wp-content/uploads/2021/03/mircle.jpg,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,773,4,2,37,3,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,title length 70 (target 25–65); missing meta description; 2/4 imgs missing alt
https://seatofthesoul.com/the-miracle-of-the-coronavirus-part-1/,post,200,https://seatofthesoul.com/the-miracle-of-the-coronavirus-part-1/,950,97.3,The Miracle Of The Coronavirus – Part 1 - The Seat of the Soul Institute,72,,0,The Miracle Of The Coronavirus – Part 1,1,5,https://seatofthesoul.com/the-miracle-of-the-coronavirus-part-1/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",The Miracle Of The Coronavirus – Part 1 - The Seat of the Soul Institute,Creating authentic power requires distinguishing love from fear in yourself and choosing love no matter what is happening inside you or what is happening outside. Our evolution now requires us to create authentic power. The coronavirus is teaching us how to do that. The reality of the coronavirus is often lost in the fear of […],https://seatofthesoul.com/wp-content/uploads/2021/03/mircle.jpg,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,811,4,2,41,3,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,title length 72 (target 25–65); missing meta description; 2/4 imgs missing alt
https://seatofthesoul.com/the-miracle-of-the-coronavirus-part-2/,post,200,https://seatofthesoul.com/the-miracle-of-the-coronavirus-part-2/,996,97.0,The Miracle Of The Coronavirus – Part 2 - The Seat of the Soul Institute,72,,0,The Miracle Of The Coronavirus – Part 2,1,5,https://seatofthesoul.com/the-miracle-of-the-coronavirus-part-2/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",The Miracle Of The Coronavirus – Part 2 - The Seat of the Soul Institute,"share on social media [Sassy_Social_Share] The longer we are isolated the more we want to be together. But we do not gather because we love the people we are isolating ourselves from. That is why we are isolating. So the coronavirus is showing us new ways to express our love, creative ways, ingenious ways, joyful […]",https://seatofthesoul.com/wp-content/uploads/2021/03/mircle.jpg,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,851,4,2,44,3,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,title length 72 (target 25–65); missing meta description; 2/4 imgs missing alt
https://seatofthesoul.com/the-miracle-of-the-coronavirus-part-3/,post,200,https://seatofthesoul.com/the-miracle-of-the-coronavirus-part-3/,1052,96.2,The Miracle Of The Coronavirus – Part 3 - The Seat of the Soul Institute,72,,0,The Miracle Of The Coronavirus – Part 3,1,5,https://seatofthesoul.com/the-miracle-of-the-coronavirus-part-3/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",The Miracle Of The Coronavirus – Part 3 - The Seat of the Soul Institute,"share on social media [Sassy_Social_Share] The coronavirus has sent us all home, so to speak, to assess and re-assess who we are, what we are doing, and why we are doing it. It has mandated a break for eight billion of us from our mindless, urgent, spot-light focus on the particulars of our lives and […]",https://seatofthesoul.com/wp-content/uploads/2021/03/mircle.jpg,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,742,4,2,47,3,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,title length 72 (target 25–65); missing meta description; 2/4 imgs missing alt
https://seatofthesoul.com/universal-human/,post,200,https://seatofthesoul.com/universal-human/,1348,94.3,UNIVERSAL HUMAN - The Seat of the Soul Institute,48,,0,UNIVERSAL HUMAN,1,6,https://seatofthesoul.com/universal-human/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",UNIVERSAL HUMAN - The Seat of the Soul Institute,"share on social media [Sassy_Social_Share] Loving parts of a personality are naturally generous, kind, and connected. When you align yourself with yours, you become generous, kind, and connected, too. This is the creation of authentic power. I was thrilled when Linda and I were invited to a gathering in India. I was even more thrilled […]",https://seatofthesoul.com/wp-content/uploads/2021/03/UNIVERSAL_HUMAN-new.jpg,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,467,4,2,43,3,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,missing meta description; 2/4 imgs missing alt
https://seatofthesoul.com/winter-solstice/,post,200,https://seatofthesoul.com/winter-solstice/,902,95.3,Winter Solstice - The Seat of the Soul Institute,48,,0,Winter Solstice,1,6,https://seatofthesoul.com/winter-solstice/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Winter Solstice - The Seat of the Soul Institute,"The Winter Solstice is a time of unmistakably large new beginnings. By the time of the Winter Solstice, everything that began growing at the Summer Solstice has contracted into one seed of potential, and that seed begins to expand. Add to this the Christmas story, and Hanukah, the Season of Light, and the point is […]",https://seatofthesoul.com/wp-content/uploads/2021/03/Winter-Solstice.jpg,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,424,4,2,42,3,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,missing meta description; 2/4 imgs missing alt
https://seatofthesoul.com/coronavirus-and-karma/,post,200,https://seatofthesoul.com/coronavirus-and-karma/,1540,97.8,Coronavirus and Karma - The Seat of the Soul Institute,54,,0,Coronavirus and Karma,1,6,https://seatofthesoul.com/coronavirus-and-karma/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Coronavirus and Karma - The Seat of the Soul Institute,The coronavirus is showing us the profound impacts of our choices. It is demolishing the fantasy that we are powerless and replacing it with a new experience of responsibility –responsibility for the well-being of others. It is here that the coronavirus reveals itself to be an exquisite creation of wisdom and compassion that is far […],https://seatofthesoul.com/wp-content/uploads/2021/03/Coronavirus-and-Karma.jpg,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,674,4,2,48,3,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,missing meta description; 2/4 imgs missing alt
https://seatofthesoul.com/love-in-or-lock-down/,post,200,https://seatofthesoul.com/love-in-or-lock-down/,1070,96.0,Love In or Lock Down - The Seat of the Soul Institute,53,,0,Love In or Lock Down,1,6,https://seatofthesoul.com/love-in-or-lock-down/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Love In or Lock Down - The Seat of the Soul Institute,"Every action has an intention. Even not acting and not speaking are actions, and each has an intention. Your intention is the most important thing, not what you do. Your intention is why you do what you do. For example, imagine that you are hiking with a friend, and she suddenly pushes you violently off […]",https://seatofthesoul.com/wp-content/uploads/2021/03/LoveInorLockDown.jpg,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,611,4,2,43,3,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,missing meta description; 2/4 imgs missing alt
https://seatofthesoul.com/keep-your-eye-on-the-ball/,post,200,https://seatofthesoul.com/keep-your-eye-on-the-ball/,1175,97.8,Keep Your Eye on the Ball - The Seat of the Soul Institute,58,,0,Keep Your Eye on the Ball,1,6,https://seatofthesoul.com/keep-your-eye-on-the-ball/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Keep Your Eye on the Ball - The Seat of the Soul Institute,"Once there was only one ball, and it hypnotized us. It seemed to cause our joy and pain and our pleasure and misery. It seemed to cause everything, and everything depended upon it. That ball was the world. Now another ball has appeared, and it has become the new star of the show. The show […]",https://seatofthesoul.com/wp-content/uploads/2021/03/KeepYourEyeontheBall.jpg,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,672,4,2,45,3,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,missing meta description; 2/4 imgs missing alt
https://seatofthesoul.com/inspiration-for-the-seat-of-the-soul/,post,200,https://seatofthesoul.com/inspiration-for-the-seat-of-the-soul/,1182,110.3,"Soul Feast #2: Where Did the Inspiration for ""The Seat of the Soul"" Come From? - The Seat of the Soul Institute",111,,0,Soul Feast #2: Where Did the Inspiration for “The Seat of the Soul” Come From?,1,7,https://seatofthesoul.com/inspiration-for-the-seat-of-the-soul/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","Soul Feast #2: Where Did the Inspiration for ""The Seat of the Soul"" Come From? - The Seat of the Soul Institute","    ﻿   In today’s Soul Feast, Gary Zukav delves into the inspiration behind his groundbreaking work, “The Seat of the Soul,” and the journey that led him to discover the deeper truths about the universe and non-physical reality.  He begins by sharing how the ideas for his work didn’t originate from him alone […]",https://seatofthesoul.com/wp-content/uploads/2024/10/1500-Thumbnail-Ep2-1.jpg,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,532,3,1,28,7,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,title length 111 (target 25–65); missing meta description; 1/3 imgs missing alt
https://seatofthesoul.com/higher-logic-of-the-heart/,post,200,https://seatofthesoul.com/higher-logic-of-the-heart/,1007,109.2,Soul Snack #2: The Higher Logic of the Heart - The Seat of the Soul Institute,77,,0,Soul Snack #2: The Higher Logic of the Heart,1,7,https://seatofthesoul.com/higher-logic-of-the-heart/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Soul Snack #2: The Higher Logic of the Heart - The Seat of the Soul Institute,"    In today’s Soul Snack, Gary Zukav explores the profound connection between emotional awareness, the heart, and spiritual growth.  He introduces the concept of authentic power and how the journey to spiritual development begins with multisensory perception.  Gary emphasizes that emotional awareness, particularly through the heart, is central to spiritual transformation. By recognizing the […]",https://seatofthesoul.com/wp-content/uploads/2024/10/1500-Thumbnail-Ep2-1024x1024.png,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,429,3,1,28,7,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,title length 77 (target 25–65); missing meta description; 1/3 imgs missing alt
https://seatofthesoul.com/what-is-the-new-consciousness/,post,200,https://seatofthesoul.com/what-is-the-new-consciousness/,1187,109.7,Soul Feast #3: What is The New Consciousness? - The Seat of the Soul Institute,78,,0,Soul Feast #3: What is The New Consciousness?,1,7,https://seatofthesoul.com/what-is-the-new-consciousness/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Soul Feast #3: What is The New Consciousness? - The Seat of the Soul Institute,"  In today’s Soul Feast, Gary Zukav dives deeper into the origins of his inspiration for The Seat of the Soul.  He recounts his personal encounters with non-physical teachers like Ambrose and Genesis, revealing how these interactions opened him to a broader understanding of love, power, and wisdom.  Through these teachings, Gary began to recognize […]",https://seatofthesoul.com/wp-content/uploads/2024/10/Gary-Zukav-1500x1500-EP-03-1024x1024.png,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,471,3,1,28,7,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,title length 78 (target 25–65); missing meta description; 1/3 imgs missing alt
https://seatofthesoul.com/ocean-meditation/,post,200,https://seatofthesoul.com/ocean-meditation/,943,107.7,Soul Snack #3: The Ocean Meditation - The Seat of the Soul Institute,68,,0,Soul Snack #3: The Ocean Meditation,1,7,https://seatofthesoul.com/ocean-meditation/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Soul Snack #3: The Ocean Meditation - The Seat of the Soul Institute,"    In today’s brief yet powerful Soul Snack, Gary Zukav guides you through a deep relaxation meditation that helps you connect with the expansive, peaceful energy of the ocean.  As you allow your body to fully relax, Gary encourages you to imagine becoming one with the ocean, dissolving the boundaries between yourself and the […]",https://seatofthesoul.com/wp-content/uploads/2024/10/Gary-Zukav-Minisode-1500-x1500-03-1024x1024.png,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,323,3,1,27,7,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,title length 68 (target 25–65); missing meta description; 1/3 imgs missing alt
https://seatofthesoul.com/creating-authentic-power-introduction/,post,200,https://seatofthesoul.com/creating-authentic-power-introduction/,1048,110.2,Soul Feast #4: Creating Authentic Power - Introduction - The Seat of the Soul Institute,87,,0,Soul Feast #4: Creating Authentic Power – Introduction,1,10,https://seatofthesoul.com/creating-authentic-power-introduction/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Soul Feast #4: Creating Authentic Power - Introduction - The Seat of the Soul Institute,"    In today’s Soul Feast, Gary Zukav dives into the transformative power of the New Consciousness and how it shifts our understanding of Authentic Power.  He explains how the New Consciousness redefines power, moving away from the old model of manipulation and control (external power) to the alignment of your personality with your soul, […]",https://seatofthesoul.com/wp-content/uploads/2024/10/Gary-Zukav-Episode-4-1500x1500-1-1024x1024.png,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,515,3,1,28,7,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,title length 87 (target 25–65); missing meta description; 1/3 imgs missing alt
https://seatofthesoul.com/the-voice-of-the-non-physical-world/,post,200,https://seatofthesoul.com/the-voice-of-the-non-physical-world/,841,109.2,Soul Snack #4: Intuition is the Voice of the Non-Physical World - The Seat of the Soul Institute,96,,0,Soul Snack #4: Intuition is the Voice of the Non-Physical World,1,8,https://seatofthesoul.com/the-voice-of-the-non-physical-world/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Soul Snack #4: Intuition is the Voice of the Non-Physical World - The Seat of the Soul Institute,"﻿   In today’s Soul Snack, Gary Zukav explores the power of intuition and its vital role in our spiritual growth.  He explains how intuition is the voice of the non-physical world and why, as multisensory beings, we are able to access wisdom far beyond the limitations of our five senses. Gary guides us on […]",https://seatofthesoul.com/wp-content/uploads/2024/11/Gary-Zukav-Episode-4.51500x1500-1024x1024.png,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,408,3,1,27,7,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,title length 96 (target 25–65); missing meta description; 1/3 imgs missing alt
https://seatofthesoul.com/emotional-awareness-what-it-is-and-how-to-use-it/,post,200,https://seatofthesoul.com/emotional-awareness-what-it-is-and-how-to-use-it/,914,109.9,Soul Feast # 5: Emotional Awareness - What It Is and How to Use It - The Seat of the Soul Institute,99,,0,Soul Feast # 5: Emotional Awareness – What It Is and How to Use It,1,8,https://seatofthesoul.com/emotional-awareness-what-it-is-and-how-to-use-it/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Soul Feast # 5: Emotional Awareness - What It Is and How to Use It - The Seat of the Soul Institute,"      In today’s Soul Feast, Gary Zukav highlights the essential role of emotional awareness in our personal and spiritual growth.  He explains that emotions are messengers from the soul, guiding us to distinguish between fear and love. By developing emotional awareness, we can discern between these two powerful forces and begin to create […]",https://seatofthesoul.com/wp-content/uploads/2024/11/Gary-Zukav-Episode-5-1500x1500-1-1024x1024.png,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,463,3,1,28,7,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,title length 99 (target 25–65); missing meta description; 1/3 imgs missing alt
https://seatofthesoul.com/meditation-your-choices-shape-your-life/,post,200,https://seatofthesoul.com/meditation-your-choices-shape-your-life/,853,109.0,Soul Snack #5: Guided Meditation - Your Choices Shape Your Life - The Seat of the Soul Institute,96,,0,Soul Snack #5: Guided Meditation – Your Choices Shape Your Life,1,8,https://seatofthesoul.com/meditation-your-choices-shape-your-life/,en-US,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Soul Snack #5: Guided Meditation - Your Choices Shape Your Life - The Seat of the Soul Institute,"    In today’s Soul Snack, Gary Zukav takes us on a deeply relaxing meditation journey designed to help us connect with the transformative power of intention. As we release the tension in our bodies and allow our minds to calm and clear, Gary leads us through a visualization where each action we take is […]",https://seatofthesoul.com/wp-content/uploads/2024/11/Gary-Zukav-Minisode-05-1500-1024x1024.png,summary_large_image,Article|BreadcrumbList|ImageObject|Organization|Person|WebPage|WebSite,399,3,1,27,7,G-PZH9QMWR4R,UA-200510356-1,,630056102333543,,,MEDIUM,title length 96 (target 25–65); missing meta description; 1/3 imgs missing alt
